id,performer_name,promotion,brand,source_brand,gender_division,division,game_eligible,availability,role_tier,alignment,archetype,faction_or_team,championships,source_overall,game_overall,rating_basis,rating_confidence,estimated_salary_usd,contract_weeks_remaining,renewal_risk,popularity_overall,star_power,draw_power,merch_appeal,social_buzz,workrate,psychology,stamina,consistency,safety,big_match_ability,charisma,mic_skill,character_work,crowd_connection,segment_versatility,durability,injury_risk,recovery_rate,confidence,locker_room_influence,frustration,singles_fit,tag_fit,promo_fit,rivalry_fit,opener_fit,main_event_fit,special_stipulation_fit,primary_roster_source_url,secondary_roster_source_url,ratings_source_url,notes,recalibration_model,popularity,momentum,ringSkill,promoSkill,morale,fatigue
aew_aew_paul_wight,Paul Wight,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,73,23,64,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,60,50,69,56,47,30
aew_aew_peter_avalon,Peter Avalon,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,62,62,54,23
aew_aew_preston_vance,Preston Vance,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Frat House,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,62,63,54,23
aew_aew_ricochet,Ricochet,AEW,AEW,AEW,Mens,Mens,Yes,Active,UpperCard,Unknown,HighFlyer,The Demand,,86,86,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,1664000,52,35,86,88,87,85,84,85,86,82,86,91,88,82,79,78,85,81,78,25,66,70,88,32,89,82,78,83,81,89,81,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,84,67,87,79,51,12
aew_aew_rocky_romero,Rocky Romero,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Don Callis Family,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,62,63,54,24
aew_aew_roderick_strong,Roderick Strong,AEW,AEW,AEW,Mens,Mens,Yes,Active,MainEvent,Unknown,Technician,The Paragon,AEW World Trios Champion,83,83,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,3162000,52,35,88,87,87,86,93,87,81,76,81,85,88,84,83,84,91,83,79,30,69,70,88,28,90,87,83,87,74,94,84,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,91,75,92,84,52,18
aew_aew_ross_von_erich,Ross Von Erich,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Von Erichs,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,62,63,54,24
aew_aew_rush,Rush,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,La Faccion Ingobernable,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,62,63,54,24
aew_aew_sammy_guevara,Sammy Guevara,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,La Faccion Ingobernable,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,62,63,54,24
aew_aew_samoa_joe,Samoa Joe,AEW,AEW,AEW,Mens,Mens,Yes,Active,UpperCard,Unknown,Brawler,The Opps,,88,88,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,1677000,52,35,89,90,89,88,95,87,86,82,84,89,91,94,97,94,89,93,80,28,65,76,97,30,89,80,95,91,89,92,93,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,86,68,86,88,58,19
aew_aew_satnam_singh,Satnam Singh,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Powerhouse,,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,76,72,74,74,71,74,77,75,76,71,72,79,75,82,76,77,67,29,66,78,75,23,75,80,78,75,77,66,80,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,52,51,61,65,58,17
aew_aew_scorpio_sky,Scorpio Sky,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Skyflight,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,63,63,54,24
aew_aew_serpentico,Serpentico,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Spanish Announce Project,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,63,63,54,24
aew_aew_shane_taylor,Shane Taylor,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Shane Taylor Promotions,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,63,63,54,24
aew_aew_shawn_dean,Shawn Dean,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Infantry & Shane Taylor Promotions,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,63,63,54,24
aew_aew_shelton_benjamin,Shelton Benjamin,AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,The Hurt Syndicate,,82,82,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,819000,52,25,84,80,82,80,78,79,78,86,83,88,77,83,84,86,80,84,75,31,69,71,87,21,78,85,85,80,85,75,88,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,73,59,78,75,50,19
aew_aew_swerve_strickland,Swerve Strickland,AEW,AEW,AEW,Mens,Mens,Yes,Active,UpperCard,Unknown,RingGeneral,,,90,90,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,1690000,52,35,93,93,93,93,98,93,89,89,91,87,90,93,93,91,91,91,80,28,64,78,99,34,95,90,92,91,88,91,89,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,87,69,89,86,53,4
aew_aew_toa_liona,Toa Liona,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Demand & Gates of Agony,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,63,63,54,24
aew_aew_tommaso_ciampa,Tommaso Ciampa,AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,Brawler,,,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,826000,52,25,86,84,85,85,92,82,87,84,85,83,78,90,91,89,87,88,81,20,71,79,84,13,82,81,90,85,89,76,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,75,63,76,79,58,4
aew_aew_tony_nese,Tony Nese,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Premier Athletes,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,56,54,63,64,55,24
aew_aew_trent_beretta,Trent Beretta,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Don Callis Family,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,57,54,63,64,55,24
aew_aew_truth_magnum,Truth Magnum,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Outrunners,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,57,54,63,64,55,25
aew_aew_turbo_floyd,Turbo Floyd,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Outrunners,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,57,55,63,64,55,25
aew_aew_wardlow,Wardlow,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,Powerhouse,The Don Callis Family,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,76,72,74,81,76,75,75,73,72,74,73,82,78,82,80,78,67,32,66,74,76,32,72,73,80,77,71,63,75,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,58,55,61,66,56,32
aew_aew_wheeler_yuta,Wheeler Yuta,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Death Riders,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,75,74,74,80,74,68,76,72,78,76,72,76,72,76,77,74,66,33,67,65,75,19,72,76,74,74,79,66,74,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,57,47,65,51,47,11
aew_aew_will_ospreay,Will Ospreay,AEW,AEW,AEW,Mens,Mens,Yes,Active,MainEvent,Unknown,RingGeneral,,,93,93,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,3288000,52,35,94,98,96,99,92,95,90,91,94,89,97,97,96,99,91,96,89,30,67,79,97,32,98,90,97,95,92,99,87,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,94,74,94,92,59,14
aew_aew_zachary_wentz,Zachary Wentz,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Rascalz,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,57,55,63,64,55,25
aew_aew_zack_gibson,Zack Gibson,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Grizzled Young Veterans,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,75,74,74,80,74,68,76,72,78,76,72,76,72,76,77,74,66,33,67,65,75,19,72,76,74,74,79,66,74,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,57,47,65,51,47,11
aew_aew_alex_windsor,Alex Windsor,AEW,AEW,AEW,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,The Brawling Birds,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,73,71,72,78,67,76,70,69,69,69,71,70,67,73,71,71,66,23,64,77,77,25,77,83,70,70,79,65,68,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,49,48,55,47,58,5
aew_aew_anna_jay,Anna Jay,AEW,AEW,AEW,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,TayJay,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,73,71,72,78,67,76,70,69,69,69,71,70,67,73,71,71,66,23,64,77,77,25,77,83,70,70,79,65,68,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,49,48,55,47,58,5
aew_aew_athena,Athena,AEW,AEW,AEW,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,M.I.T.,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,25,84,81,82,80,88,84,85,80,80,87,83,89,85,91,80,86,76,31,62,75,87,20,87,92,88,83,89,81,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,73,61,78,76,56,6
aew_aew_billie_starkz,Billie Starkz,AEW,AEW,AEW,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,M.I.T.,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,73,71,72,78,67,76,70,69,69,69,71,70,67,73,71,71,66,23,64,77,77,25,77,83,70,70,79,65,68,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,49,48,55,47,58,5
aew_aew_cassie_lee,Cassie Lee,AEW,AEW,AEW,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,The IInspiration,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,73,71,72,78,67,76,70,69,69,69,71,70,67,73,71,71,66,23,64,77,77,25,77,83,70,70,79,65,68,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,49,48,55,47,58,5
aew_aew_charlette_renegade,Charlette Renegade,AEW,AEW,AEW,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,The Renegades,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,73,71,72,78,67,76,70,69,69,69,71,70,67,73,71,71,66,23,64,77,77,25,77,83,70,70,79,65,68,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,49,48,55,47,58,5
aew_aew_dr_britt_baker_d_m_d,"Dr. Britt Baker, D.M.D.",AEW,AEW,AEW,Womens,Womens,Yes,Inactive,Midcard,Unknown,RingGeneral,,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,829000,52,35,85,84,84,84,83,86,90,79,86,91,79,82,87,81,85,84,84,19,73,71,89,26,82,85,84,82,80,73,88,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,74,61,81,75,50,32
aew_aew_deonna_purrazzo,Deonna Purrazzo,AEW,AEW,AEW,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,73,71,72,78,67,76,70,69,69,69,71,70,67,73,71,71,66,23,64,77,77,25,77,83,70,70,79,65,68,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,49,48,55,47,58,5
aew_aew_diamante,Diamante,AEW,AEW,AEW,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,73,71,72,78,67,76,70,69,69,69,71,70,67,73,71,71,66,23,64,77,77,25,77,83,70,70,79,65,68,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,49,48,56,48,58,5
aew_aew_emi_sakura,Emi Sakura,AEW,AEW,AEW,Womens,Womens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,68,30,66,75,75,33,71,84,77,74,70,61,77,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,58,55,69,64,51,31
aew_aew_harley_cameron,Harley Cameron,AEW,AEW,AEW,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,Babes of Wrath,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,73,71,72,78,67,76,70,69,69,69,71,70,67,73,71,71,66,23,64,77,77,25,77,83,70,70,79,65,68,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,49,48,56,48,58,5
aew_aew_hikaru_shida,Hikaru Shida,AEW,AEW,AEW,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,25,84,81,82,80,88,84,85,80,80,87,83,89,85,91,80,86,76,31,62,75,87,20,87,92,88,83,89,81,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,73,61,78,76,56,6
