top_200_rank,wrestler_id,performer_name,promotion,brand,gender_division,role_tier,availability,game_overall,top_200_selection_score,draft_value_usd,weekly_hire_rate_usd,initial_draft_contract_scope,initial_draft_contract_weeks,initial_draft_cost_formula,midseason_min_contract_weeks,midseason_default_contract_weeks,midseason_max_contract_weeks,midseason_default_contract_total_usd,midseason_min_contract_total_usd,midseason_max_contract_total_usd,midseason_hiring_cost_formula,appearance_fee_usd,downside_guarantee_usd,release_penalty_pct,morale_cost_if_underbooked,renewal_risk,value_formula_version,value_notes,source_rating_basis,primary_roster_source_url,ratings_source_url
126,wwe_raw_brutus_creed,Brutus Creed,WWE,Raw,Mens,Enhancement,Active,77,71.25,32500,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
127,wwe_smackdown_johnny_gargano,Johnny Gargano,WWE,SmackDown,Mens,Enhancement,Active,76,71.1,30000,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
128,wwe_nxt_charlie_dempsey,Charlie Dempsey,WWE,NXT,Mens,Prospect,Active,75,71,47500,4500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,54000,36000,108000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
129,aew_aew_buddy_matthews,Buddy Matthews,AEW,AEW,Mens,Prospect,Injured,76,70.9,47500,4500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,54000,36000,108000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
130,aew_aew_dustin_rhodes,Dustin Rhodes,AEW,AEW,Mens,Prospect,Injured,76,70.9,47500,4500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,54000,36000,108000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
131,aew_aew_jake_doyle,Jake Doyle,AEW,AEW,Mens,Prospect,Injured,76,70.9,47500,4500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,54000,36000,108000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
132,aew_aew_josh_alexander,Josh Alexander,AEW,AEW,Mens,Prospect,Injured,76,70.9,47500,4500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,54000,36000,108000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
133,aew_aew_kota_ibushi,Kota Ibushi,AEW,AEW,Mens,Prospect,Injured,76,70.9,45000,4250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,51000,34000,102000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
134,wwe_nxt_myles_borne,Myles Borne,WWE,NXT,Mens,Prospect,Active,75,70.7,45000,4250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,51000,34000,102000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
135,wwe_smackdown_nathan_frazer,Nathan Frazer,WWE,SmackDown,Mens,Enhancement,Active,76,70.6,30000,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
136,wwe_smackdown_axiom,Axiom,WWE,SmackDown,Mens,Enhancement,Active,75,70.5,30000,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
137,wwe_nxt_channing_stacks_lorenzo,"Channing ""Stacks"" Lorenzo",WWE,NXT,Mens,Prospect,Active,74,69.9,45000,4250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,51000,34000,102000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
138,wwe_nxt_josh_briggs,Josh Briggs,WWE,NXT,Mens,Prospect,Active,74,69.9,45000,4250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,51000,34000,102000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
139,wwe_nxt_nikkita_lyons,Nikkita Lyons,WWE,NXT,Womens,Prospect,Active,73,69.7,45000,4250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,51000,34000,102000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
140,wwe_smackdown_kit_wilson,Kit Wilson,WWE,SmackDown,Mens,Midcard,Active,72,69.3,57500,5500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,66000,44000,132000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
141,wwe_smackdown_royce_keys,Royce Keys,WWE,SmackDown,Mens,Midcard,Active,72,69.3,57500,5500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,66000,44000,132000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
142,wwe_raw_rusev,Rusev,WWE,Raw,Mens,Midcard,Active,72,69.3,55000,5250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,63000,42000,126000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
143,wwe_smackdown_tama_tonga,Tama Tonga,WWE,SmackDown,Mens,Midcard,Active,72,69.3,55000,5250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,63000,42000,126000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
144,wwe_raw_otis,Otis,WWE,Raw,Mens,Enhancement,Active,75,69.15,30000,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
145,wwe_nxt_bronco_nima,Bronco Nima,WWE,NXT,Mens,Prospect,Active,72,68.85,45000,4250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,51000,34000,102000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
146,wwe_nxt_kali_armstrong,Kali Armstrong,WWE,NXT,Womens,Prospect,Active,72,68.6,45000,4250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,51000,34000,102000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
147,wwe_nxt_adriana_rizzo,Adriana Rizzo,WWE,NXT,Womens,Prospect,Active,72,67.95,45000,4250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,51000,34000,102000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
148,wwe_nxt_arianna_grace,Arianna Grace,WWE,NXT,Womens,Prospect,Active,72,67.95,45000,4250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,51000,34000,102000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
149,wwe_nxt_karmen_petrovic,Karmen Petrovic,WWE,NXT,Womens,Prospect,Active,72,67.95,42500,4000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,48000,32000,96000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
150,wwe_nxt_kendal_grey,Kendal Grey,WWE,NXT,Womens,Prospect,Active,72,67.95,42500,4000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,48000,32000,96000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
151,wwe_smackdown_kiana_james,Kiana James,WWE,SmackDown,Womens,Prospect,Active,72,67.95,42500,4000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,48000,32000,96000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
152,wwe_smackdown_lainey_reid,Lainey Reid,WWE,SmackDown,Womens,Prospect,Active,72,67.95,42500,4000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,48000,32000,96000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
153,wwe_nxt_lizzy_rain,Lizzy Rain,WWE,NXT,Womens,Prospect,Active,72,67.95,42500,4000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,48000,32000,96000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
154,wwe_nxt_myka_lockwood,Myka Lockwood,WWE,NXT,Womens,Prospect,Active,72,67.95,42500,4000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,48000,32000,96000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
155,wwe_smackdown_piper_niven,Piper Niven,WWE,SmackDown,Womens,Prospect,Active,72,67.95,42500,4000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,48000,32000,96000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
156,wwe_nxt_skylar_raye,Skylar Raye,WWE,NXT,Womens,Prospect,Active,72,67.95,42500,4000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,48000,32000,96000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
157,wwe_nxt_tatum_paxley,Tatum Paxley,WWE,NXT,Womens,Prospect,Active,72,67.95,40000,3750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,45000,30000,90000,weekly_hire_rate_usd * selected_contract_weeks,2250,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
158,wwe_nxt_thea_hail,Thea Hail,WWE,NXT,Womens,Prospect,Active,72,67.95,40000,3750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,45000,30000,90000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
159,wwe_nxt_wendy_choo,Wendy Choo,WWE,NXT,Womens,Prospect,Active,72,67.95,40000,3750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,45000,30000,90000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
160,wwe_nxt_wren_sinclair,Wren Sinclair,WWE,NXT,Womens,Prospect,Active,72,67.95,40000,3750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,45000,30000,90000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
161,wwe_nxt_zaria,Zaria,WWE,NXT,Womens,Prospect,Active,72,67.95,40000,3750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,45000,30000,90000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
162,wwe_raw_cruz_del_toro,Cruz Del Toro,WWE,Raw,Mens,Enhancement,Active,73,67.65,27500,2750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,33000,22000,66000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
163,wwe_smackdown_talla_tonga,Talla Tonga,WWE,SmackDown,Mens,Midcard,Active,72,67.45,55000,5250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,63000,42000,126000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
164,wwe_smackdown_angel,Angel,WWE,SmackDown,Mens,Enhancement,Active,72,67.3,27500,2750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,33000,22000,66000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
165,wwe_smackdown_berto,Berto,WWE,SmackDown,Mens,Enhancement,Active,72,67.3,27500,2750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,33000,22000,66000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
166,wwe_raw_bravo_americano,Bravo Americano,WWE,Raw,Mens,Enhancement,Active,72,67.3,27500,2750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,33000,22000,66000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
167,wwe_raw_grayson_waller,Grayson Waller,WWE,Raw,Mens,Enhancement,Active,72,67.3,25000,2500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,30000,20000,60000,weekly_hire_rate_usd * selected_contract_weeks,1250,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
